id	score
SFRP2	2.16464833942458
TGFBI	1.82526344479902
SERPINE1	1.70499373223532
IGFBP3	1.66967587347882
IL11	1.66938145913184
DLST	1.45673222287853
GDF6	1.40494396752215
GDF5	-1.36146029881674
MMP14	1.24635814073465
GREM1	1.21661291522471
ANP32A	-1.16571971301585
CCN2	1.05755838517406
SET	-1.03270427438604
POSTN	1.01144906829188
IGFBP7	0.959708215679591
EEF1B2	-0.942079406319696
ALOX12B	0.934042780423542
PSMB2	0.928079557868823
PFDN4	-0.909212254137858
TOR1A	0.904544502379885
MACROH2A1	0.888142106250434
PTX3	-0.859583439778694
BGN	0.840055797029947
BLMH	0.836310463091468
VDAC1	0.836268158079744
PRNP	0.829845330437966
EEF1D	-0.816346103712458
C1QBP	-0.789728337695443
ANP32B	-0.779709169892076
AMIGO2	0.771413381225404
GOLM1	0.767374590186499
TAGLN2	-0.766208953884338
CPE	-0.752046376028268
INHBA	0.745945528139622
ARF4	-0.744073051347073
PHB2	0.738632321617374
LGALS1	-0.734546421665065
SPARC	0.731686973950207
PDIA5	0.729807825100785
DKK3	0.719504208133099
UROD	0.717557135246752
CSTB	0.705240776441553
CDC42	-0.692162234492798
PNP	0.686396790733834
LFNG	0.682026551904585
SERPINE2	0.668210539179025
DKK1	0.667785845493958
PRDX3	-0.666596637219261
NRP2	0.661045937291632
NUCB1	0.65909260832743
PIN1	0.657429412314919
ACAT1	-0.654452830171149
ADAM19	0.653100348466431
RCN1	0.650095951476608
ECM1	0.646974913869474
RPS15A	-0.646793009246064
HTRA1	0.643212739077491
SMARCA1	0.64121105766735
TGOLN2	0.634213459625428
MMP11	0.631090371320994
PPM1G	-0.6283773697015
CSPG4	0.628307543656847
PRDX5	-0.627002750276185
NAP1L4	-0.620950502941906
CD63	0.620316696699586
MMP2	0.611633390308569
CTSV	0.607363048570093
HSPG2	-0.605319690444237
TUBA4A	-0.605017856114245
LTBP4	0.596148433221458
RBBP4	-0.595018966625041
SLC39A10	0.591282609816989
C1QTNF5	0.589953426866932
RBBP7	-0.587007218342471
